GC_Content	AT_Content	Sequence_Length	Num_A	Num_T	Num_C	Num_G	kmer_3_freq	Mutation_Flag	Class_Label	Disease_Risk	GC_AT_Sum	Risk_Level_Num
46.0	54.0	100	32	22	25	21	0.391	1	Virus	High	100.0	3
54.0	46.0	100	26	20	32	22	0.997	0	Virus	High	100.0	3
54.0	46.0	100	24	22	26	28	0.949	0	Human	Low	100.0	1
47.0	53.0	100	23	30	26	21	0.586	1	Virus	High	100.0	3
50.0	50.0	100	28	22	20	30	0.823	0	Human	Medium	100.0	2
51.0	49.0	100	24	25	22	29	0.556	0	Human	High	100.0	3
51.0	49.0	100	25	24	29	22	0.249	1	Human	Medium	100.0	2
52.0	48.0	100	20	28	26	26	0.726	0	Bacteria	Low	100.0	1
57.0	43.0	100	21	22	28	29	0.221	1	Human	Low	100.0	1
51.0	49.0	100	25	24	29	22	0.628	1	Virus	High	100.0	3
52.0	48.0	100	26	22	22	30	0.458	1	Human	Low	100.0	1
46.0	54.0	100	20	34	26	20	0.819	1	Bacteria	Medium	100.0	2
53.0	47.0	100	23	24	25	28	0.742	0	Virus	Medium	100.0	2
46.0	54.0	100	28	26	25	21	0.93	1	Plant	High	100.0	3
58.0	42.0	100	23	19	31	27	0.2	0	Human	High	100.0	3
43.0	57.0	100	30	27	27	16	0.727	0	Virus	Medium	100.0	2
48.0	52.0	100	31	21	20	28	0.71	0	Human	Medium	100.0	2
42.0	58.0	100	23	35	28	14	0.602	0	Virus	Medium	100.0	2
40.0	60.0	100	38	22	19	21	0.469	1	Virus	Low	100.0	1
47.0	53.0	100	27	26	21	26	0.188	1	Plant	Medium	100.0	2
50.0	50.0	100	22	28	28	22	0.995	0	Human	High	100.0	3
50.0	50.0	100	25	25	29	21	0.438	1	Bacteria	High	100.0	3
50.0	50.0	100	25	25	25	25	0.276	1	Bacteria	High	100.0	3
54.0	46.0	100	22	24	28	26	0.364	0	Human	Low	100.0	1
44.0	56.0	100	29	27	26	18	0.292	0	Virus	Medium	100.0	2
56.0	44.0	100	15	29	25	31	0.314	1	Plant	Low	100.0	1
46.0	54.0	100	30	24	26	20	0.27	1	Bacteria	High	100.0	3
52.0	48.0	100	24	24	29	23	0.88	1	Human	Low	100.0	1
49.0	51.0	100	30	21	29	20	0.42	0	Virus	Low	100.0	1
57.0	43.0	100	22	21	28	29	0.464	0	Plant	Medium	100.0	2
51.0	49.0	100	28	21	23	28	0.686	1	Virus	High	100.0	3
48.0	52.0	100	28	24	18	30	0.573	1	Bacteria	Medium	100.0	2
55.0	45.0	100	22	23	29	26	0.987	0	Bacteria	Medium	100.0	2
45.0	55.0	100	28	27	25	20	0.236	1	Virus	Low	100.0	1
51.0	49.0	100	28	21	29	22	0.384	1	Bacteria	Low	100.0	1
59.0	41.0	100	25	16	36	23	0.642	0	Plant	High	100.0	3
44.0	56.0	100	26	30	23	21	0.62	1	Bacteria	Medium	100.0	2
44.0	56.0	100	24	32	20	24	0.489	1	Plant	High	100.0	3
60.0	40.0	100	20	20	29	31	0.701	0	Plant	Low	100.0	1
54.0	46.0	100	19	27	35	19	0.673	1	Virus	Medium	100.0	2
61.0	39.0	100	15	24	39	22	0.562	0	Bacteria	Medium	100.0	2
51.0	49.0	100	29	20	25	26	0.281	1	Bacteria	High	100.0	3
56.0	44.0	100	19	25	32	24	0.239	0	Human	Medium	100.0	2
52.0	48.0	100	15	33	27	25	0.113	0	Bacteria	Medium	100.0	2
54.0	46.0	100	19	27	25	29	0.5	0	Bacteria	Medium	100.0	2
51.0	49.0	100	24	25	23	28	0.749	0	Bacteria	Medium	100.0	2
54.0	46.0	100	20	26	27	27	0.46	0	Virus	High	100.0	3
49.0	51.0	100	34	17	23	26	0.317	0	Virus	Low	100.0	1
46.0	54.0	100	26	28	18	28	0.256	0	Plant	Low	100.0	1
48.0	52.0	100	26	26	25	23	0.749	1	Plant	Low	100.0	1
43.0	57.0	100	19	38	24	19	0.257	0	Virus	High	100.0	3
47.0	53.0	100	27	26	24	23	0.599	0	Human	High	100.0	3
43.0	57.0	100	28	29	19	24	0.986	1	Human	High	100.0	3
48.0	52.0	100	25	27	22	26	0.965	0	Virus	Medium	100.0	2
42.0	58.0	100	34	24	23	19	0.999	1	Human	Low	100.0	1
51.0	49.0	100	24	25	29	22	0.798	1	Bacteria	High	100.0	3
51.0	49.0	100	25	24	26	25	0.64	1	Human	Low	100.0	1
48.0	52.0	100	25	27	21	27	0.623	0	Plant	Medium	100.0	2
53.0	47.0	100	19	28	26	27	0.358	0	Virus	Medium	100.0	2
56.0	44.0	100	17	27	20	36	0.555	0	Bacteria	Medium	100.0	2
49.0	51.0	100	24	27	30	19	0.739	1	Plant	High	100.0	3
55.0	45.0	100	29	16	27	28	0.328	1	Human	Medium	100.0	2
55.0	45.0	100	25	20	28	27	0.445	1	Human	High	100.0	3
56.0	44.0	100	25	19	28	28	0.361	0	Bacteria	Low	100.0	1
49.0	51.0	100	23	28	17	32	0.624	1	Human	Medium	100.0	2
43.0	57.0	100	29	28	22	21	0.326	0	Bacteria	High	100.0	3
50.0	50.0	100	23	27	23	27	0.526	0	Human	High	100.0	3
56.0	44.0	100	13	31	30	26	0.238	1	Human	High	100.0	3
46.0	54.0	100	35	19	23	23	0.974	1	Plant	Low	100.0	1
45.0	55.0	100	30	25	18	27	0.661	0	Plant	High	100.0	3
55.0	45.0	100	29	16	32	23	0.284	0	Bacteria	Medium	100.0	2
54.0	46.0	100	24	22	25	29	0.688	1	Human	Low	100.0	1
56.0	44.0	100	21	23	25	31	0.235	0	Bacteria	High	100.0	3
54.0	46.0	100	19	27	30	24	0.171	1	Human	Low	100.0	1
54.0	46.0	100	23	23	28	26	0.456	1	Virus	Low	100.0	1
46.0	54.0	100	29	25	24	22	0.932	0	Plant	Low	100.0	1
49.0	51.0	100	25	26	24	25	0.104	1	Virus	Low	100.0	1
58.0	42.0	100	19	23	30	28	0.973	0	Virus	Medium	100.0	2
48.0	52.0	100	29	23	28	20	0.24	0	Plant	Low	100.0	1
56.0	44.0	100	16	28	32	24	0.441	1	Bacteria	Medium	100.0	2
55.0	45.0	100	23	22	33	22	0.869	0	Plant	Low	100.0	1
60.0	40.0	100	20	20	25	35	0.589	1	Virus	Medium	100.0	2
53.0	47.0	100	25	22	28	25	0.239	1	Virus	Low	100.0	1
46.0	54.0	100	32	22	24	22	0.454	1	Plant	Low	100.0	1
51.0	49.0	100	29	20	26	25	0.397	0	Bacteria	Medium	100.0	2
54.0	46.0	100	14	32	24	30	0.602	1	Virus	Medium	100.0	2
51.0	49.0	100	27	22	26	25	0.861	0	Virus	Low	100.0	1
62.0	38.0	100	15	23	34	28	0.215	1	Human	Medium	100.0	2
49.0	51.0	100	23	28	24	25	0.759	0	Virus	Medium	100.0	2
48.0	52.0	100	22	30	18	30	0.693	0	Bacteria	Low	100.0	1
50.0	50.0	100	32	18	26	24	0.628	1	Bacteria	High	100.0	3
47.0	53.0	100	26	27	26	21	0.916	0	Bacteria	High	100.0	3
51.0	49.0	100	25	24	21	30	0.563	0	Plant	High	100.0	3
45.0	55.0	100	29	26	27	18	0.801	0	Bacteria	High	100.0	3
53.0	47.0	100	29	18	29	24	0.835	0	Human	Low	100.0	1
53.0	47.0	100	24	23	20	33	0.226	0	Bacteria	Medium	100.0	2
49.0	51.0	100	25	26	26	23	0.573	0	Virus	High	100.0	3
45.0	55.0	100	29	26	22	23	0.969	0	Bacteria	High	100.0	3
53.0	47.0	100	28	19	33	20	0.465	1	Human	Medium	100.0	2
49.0	51.0	100	25	26	25	24	0.768	0	Virus	Medium	100.0	2
56.0	44.0	100	22	22	20	36	0.251	1	Bacteria	High	100.0	3
44.0	56.0	100	27	29	21	23	0.857	1	Human	High	100.0	3
50.0	50.0	100	27	23	25	25	0.466	1	Bacteria	High	100.0	3
57.0	43.0	100	26	17	33	24	0.171	1	Plant	Medium	100.0	2
42.0	58.0	100	26	32	29	13	0.463	1	Virus	High	100.0	3
54.0	46.0	100	22	24	28	26	0.185	1	Virus	High	100.0	3
61.0	39.0	100	21	18	24	37	0.449	1	Human	Low	100.0	1
53.0	47.0	100	26	21	28	25	0.79	1	Human	Low	100.0	1
49.0	51.0	100	31	20	28	21	0.609	0	Human	High	100.0	3
44.0	56.0	100	21	35	21	23	0.184	0	Plant	Low	100.0	1
46.0	54.0	100	28	26	15	31	0.377	0	Human	High	100.0	3
46.0	54.0	100	25	29	25	21	0.299	1	Human	Low	100.0	1
47.0	53.0	100	30	23	24	23	0.923	1	Bacteria	Medium	100.0	2
52.0	48.0	100	26	22	27	25	0.887	1	Bacteria	Low	100.0	1
50.0	50.0	100	20	30	25	25	0.361	0	Virus	Medium	100.0	2
51.0	49.0	100	27	22	26	25	0.699	1	Plant	Medium	100.0	2
56.0	44.0	100	18	26	30	26	0.209	1	Bacteria	High	100.0	3
46.0	54.0	100	31	23	20	26	0.793	1	Bacteria	Low	100.0	1
62.0	38.0	100	18	20	37	25	0.708	0	Plant	Low	100.0	1
43.0	57.0	100	22	35	20	23	0.449	1	Human	Low	100.0	1
47.0	53.0	100	26	27	19	28	0.998	0	Human	Medium	100.0	2
44.0	56.0	100	26	30	22	22	0.681	1	Bacteria	Medium	100.0	2
47.0	53.0	100	26	27	23	24	0.801	1	Plant	Medium	100.0	2
47.0	53.0	100	22	31	19	28	0.83	0	Virus	Medium	100.0	2
51.0	49.0	100	16	33	29	22	0.124	0	Virus	Medium	100.0	2
52.0	48.0	100	30	18	24	28	0.919	1	Human	Low	100.0	1
49.0	51.0	100	31	20	23	26	0.341	0	Human	High	100.0	3
45.0	55.0	100	32	23	26	19	0.386	1	Virus	Medium	100.0	2
51.0	49.0	100	29	20	25	26	0.559	1	Plant	High	100.0	3
48.0	52.0	100	22	30	22	26	0.818	1	Bacteria	Low	100.0	1
58.0	42.0	100	24	18	22	36	0.988	0	Bacteria	High	100.0	3
60.0	40.0	100	21	19	29	31	0.795	0	Human	High	100.0	3
44.0	56.0	100	31	25	28	16	0.649	1	Bacteria	Medium	100.0	2
45.0	55.0	100	24	31	25	20	0.732	0	Bacteria	Low	100.0	1
42.0	58.0	100	31	27	23	19	0.175	1	Virus	High	100.0	3
60.0	40.0	100	25	15	30	30	0.937	1	Human	Medium	100.0	2
50.0	50.0	100	22	28	25	25	0.629	1	Virus	Low	100.0	1
47.0	53.0	100	25	28	17	30	0.679	0	Virus	High	100.0	3
50.0	50.0	100	27	23	24	26	0.825	0	Human	Medium	100.0	2
44.0	56.0	100	23	33	24	20	0.16	0	Bacteria	Medium	100.0	2
44.0	56.0	100	21	35	18	26	0.768	1	Bacteria	Medium	100.0	2
46.0	54.0	100	26	28	21	25	0.993	1	Bacteria	High	100.0	3
45.0	55.0	100	26	29	19	26	0.517	1	Human	Medium	100.0	2
46.0	54.0	100	20	34	22	24	0.456	0	Bacteria	Low	100.0	1
47.0	53.0	100	26	27	23	24	0.794	1	Plant	High	100.0	3
63.0	37.0	100	11	26	30	33	0.949	1	Human	High	100.0	3
56.0	44.0	100	26	18	32	24	0.299	0	Plant	Low	100.0	1
51.0	49.0	100	20	29	19	32	0.609	1	Virus	Medium	100.0	2
51.0	49.0	100	21	28	23	28	0.502	0	Bacteria	High	100.0	3
51.0	49.0	100	30	19	21	30	0.993	1	Bacteria	Medium	100.0	2
47.0	53.0	100	25	28	25	22	0.913	0	Bacteria	Medium	100.0	2
55.0	45.0	100	21	24	29	26	0.709	0	Bacteria	High	100.0	3
41.0	59.0	100	26	33	16	25	0.89	1	Plant	Low	100.0	1
55.0	45.0	100	21	24	29	26	0.571	0	Plant	Medium	100.0	2
45.0	55.0	100	24	31	23	22	0.507	1	Human	High	100.0	3
42.0	58.0	100	34	24	17	25	0.396	0	Plant	Low	100.0	1
57.0	43.0	100	22	21	29	28	0.559	0	Virus	Medium	100.0	2
52.0	48.0	100	19	29	27	25	0.956	0	Plant	Low	100.0	1
60.0	40.0	100	18	22	27	33	0.299	0	Bacteria	Medium	100.0	2
51.0	49.0	100	26	23	28	23	0.888	0	Human	Low	100.0	1
41.0	59.0	100	37	22	17	24	0.223	1	Virus	Low	100.0	1
48.0	52.0	100	25	27	25	23	0.502	1	Human	Medium	100.0	2
51.0	49.0	100	24	25	23	28	0.418	0	Plant	High	100.0	3
53.0	47.0	100	27	20	29	24	0.205	1	Bacteria	Medium	100.0	2
41.0	59.0	100	28	31	21	20	0.396	0	Virus	High	100.0	3
53.0	47.0	100	18	29	24	29	0.906	0	Bacteria	High	100.0	3
49.0	51.0	100	24	27	30	19	0.551	1	Bacteria	High	100.0	3
56.0	44.0	100	22	22	27	29	0.315	1	Bacteria	Medium	100.0	2
49.0	51.0	100	20	31	31	18	0.564	0	Plant	High	100.0	3
54.0	46.0	100	24	22	25	29	0.328	1	Bacteria	Low	100.0	1
62.0	38.0	100	21	17	26	36	0.456	1	Bacteria	Medium	100.0	2
47.0	53.0	100	36	17	20	27	0.868	0	Plant	Low	100.0	1
51.0	49.0	100	31	18	25	26	0.77	1	Human	Low	100.0	1
43.0	57.0	100	25	32	17	26	0.657	1	Human	High	100.0	3
50.0	50.0	100	23	27	22	28	0.145	0	Human	High	100.0	3
52.0	48.0	100	23	25	20	32	0.887	0	Bacteria	High	100.0	3
43.0	57.0	100	36	21	28	15	0.543	0	Plant	High	100.0	3
54.0	46.0	100	25	21	26	28	0.981	1	Bacteria	High	100.0	3
54.0	46.0	100	21	25	27	27	0.885	0	Human	Low	100.0	1
49.0	51.0	100	28	23	22	27	0.328	1	Human	High	100.0	3
41.0	59.0	100	24	35	19	22	0.59	1	Virus	Low	100.0	1
52.0	48.0	100	19	29	29	23	0.513	0	Plant	High	100.0	3
52.0	48.0	100	28	20	26	26	0.186	1	Plant	High	100.0	3
57.0	43.0	100	26	17	20	37	0.104	1	Human	High	100.0	3
54.0	46.0	100	23	23	29	25	0.777	0	Virus	Low	100.0	1
53.0	47.0	100	25	22	21	32	0.606	0	Virus	Medium	100.0	2
57.0	43.0	100	24	19	27	30	0.662	1	Bacteria	Medium	100.0	2
47.0	53.0	100	34	19	20	27	0.634	0	Human	High	100.0	3
51.0	49.0	100	28	21	30	21	0.37	0	Virus	Medium	100.0	2
50.0	50.0	100	24	26	26	24	0.101	1	Virus	Low	100.0	1
54.0	46.0	100	21	25	24	30	0.146	1	Plant	Low	100.0	1
57.0	43.0	100	20	23	27	30	0.768	1	Human	High	100.0	3
45.0	55.0	100	26	29	18	27	0.789	0	Bacteria	Low	100.0	1
46.0	54.0	100	32	22	22	24	0.707	1	Plant	Low	100.0	1
48.0	52.0	100	27	25	22	26	0.466	1	Human	Medium	100.0	2
50.0	50.0	100	27	23	25	25	0.846	0	Human	High	100.0	3
48.0	52.0	100	27	25	22	26	0.755	0	Virus	Low	100.0	1
49.0	51.0	100	28	23	25	24	0.246	1	Human	Medium	100.0	2
42.0	58.0	100	27	31	25	17	0.181	1	Virus	High	100.0	3
61.0	39.0	100	20	19	33	28	0.16	0	Plant	High	100.0	3
52.0	48.0	100	24	24	23	29	0.161	0	Plant	High	100.0	3
54.0	46.0	100	30	16	21	33	0.625	1	Virus	High	100.0	3
47.0	53.0	100	28	25	21	26	0.63	0	Human	Low	100.0	1
48.0	52.0	100	33	19	26	22	0.224	1	Plant	Low	100.0	1
44.0	56.0	100	25	31	19	25	0.775	0	Virus	Low	100.0	1
48.0	52.0	100	26	26	24	24	0.277	0	Plant	High	100.0	3
51.0	49.0	100	32	17	21	30	0.554	1	Virus	High	100.0	3
46.0	54.0	100	20	34	24	22	0.414	1	Plant	Low	100.0	1
56.0	44.0	100	23	21	33	23	0.334	1	Bacteria	High	100.0	3
41.0	59.0	100	24	35	20	21	0.295	1	Human	Medium	100.0	2
51.0	49.0	100	29	20	23	28	0.252	0	Human	High	100.0	3
47.0	53.0	100	22	31	30	17	0.758	0	Virus	High	100.0	3
54.0	46.0	100	25	21	27	27	0.409	0	Virus	Medium	100.0	2
50.0	50.0	100	26	24	26	24	0.275	0	Bacteria	Medium	100.0	2
50.0	50.0	100	24	26	26	24	0.867	1	Human	Medium	100.0	2
56.0	44.0	100	20	24	30	26	0.642	0	Bacteria	High	100.0	3
51.0	49.0	100	23	26	24	27	0.637	0	Human	Low	100.0	1
51.0	49.0	100	24	25	22	29	0.908	1	Plant	Medium	100.0	2
47.0	53.0	100	30	23	18	29	0.244	0	Plant	Low	100.0	1
64.0	36.0	100	20	16	31	33	0.77	0	Plant	High	100.0	3
54.0	46.0	100	29	17	29	25	0.731	0	Bacteria	High	100.0	3
53.0	47.0	100	23	24	23	30	0.409	1	Bacteria	Low	100.0	1
46.0	54.0	100	24	30	23	23	0.699	1	Virus	High	100.0	3
52.0	48.0	100	20	28	27	25	0.344	1	Virus	High	100.0	3
56.0	44.0	100	23	21	27	29	0.813	0	Plant	High	100.0	3
45.0	55.0	100	36	19	23	22	0.528	1	Bacteria	Medium	100.0	2
49.0	51.0	100	23	28	21	28	0.229	0	Virus	Medium	100.0	2
43.0	57.0	100	23	34	17	26	0.942	1	Virus	High	100.0	3
62.0	38.0	100	19	19	36	26	0.821	1	Virus	Low	100.0	1
51.0	49.0	100	14	35	20	31	0.7	1	Virus	Medium	100.0	2
54.0	46.0	100	18	28	23	31	0.31	1	Virus	Low	100.0	1
52.0	48.0	100	21	27	26	26	0.198	1	Plant	High	100.0	3
47.0	53.0	100	21	32	25	22	0.117	1	Human	Medium	100.0	2
49.0	51.0	100	20	31	28	21	0.393	0	Bacteria	Low	100.0	1
60.0	40.0	100	19	21	29	31	0.668	0	Virus	Medium	100.0	2
54.0	46.0	100	20	26	23	31	0.601	0	Human	High	100.0	3
44.0	56.0	100	29	27	27	17	0.991	0	Plant	High	100.0	3
49.0	51.0	100	24	27	29	20	0.747	0	Plant	Low	100.0	1
46.0	54.0	100	31	23	18	28	0.458	0	Plant	High	100.0	3
55.0	45.0	100	27	18	28	27	0.877	1	Plant	Low	100.0	1
42.0	58.0	100	32	26	24	18	0.369	0	Plant	Low	100.0	1
51.0	49.0	100	30	19	26	25	0.916	1	Bacteria	Medium	100.0	2
51.0	49.0	100	29	20	28	23	0.339	1	Virus	High	100.0	3
46.0	54.0	100	27	27	24	22	0.495	0	Bacteria	Medium	100.0	2
49.0	51.0	100	23	28	21	28	0.747	1	Virus	High	100.0	3
51.0	49.0	100	22	27	26	25	0.145	0	Human	High	100.0	3
63.0	37.0	100	15	22	31	32	0.157	1	Virus	High	100.0	3
47.0	53.0	100	28	25	24	23	0.74	1	Virus	Low	100.0	1
49.0	51.0	100	15	36	23	26	0.691	0	Plant	Medium	100.0	2
42.0	58.0	100	27	31	18	24	0.546	0	Bacteria	Low	100.0	1
53.0	47.0	100	17	30	34	19	0.839	0	Virus	Medium	100.0	2
51.0	49.0	100	26	23	21	30	0.623	1	Virus	Medium	100.0	2
48.0	52.0	100	28	24	28	20	0.643	1	Bacteria	Low	100.0	1
59.0	41.0	100	22	19	30	29	0.951	1	Human	Medium	100.0	2
45.0	55.0	100	28	27	19	26	0.386	0	Human	Medium	100.0	2
52.0	48.0	100	20	28	26	26	0.525	1	Bacteria	Medium	100.0	2
54.0	46.0	100	21	25	28	26	0.345	0	Bacteria	Medium	100.0	2
45.0	55.0	100	31	24	21	24	0.852	0	Plant	Low	100.0	1
48.0	52.0	100	30	22	24	24	0.7	1	Human	Low	100.0	1
54.0	46.0	100	22	24	29	25	0.685	1	Human	High	100.0	3
59.0	41.0	100	22	19	32	27	0.925	0	Bacteria	Medium	100.0	2
48.0	52.0	100	29	23	25	23	0.248	0	Bacteria	High	100.0	3
56.0	44.0	100	28	16	27	29	0.495	0	Bacteria	Medium	100.0	2
52.0	48.0	100	16	32	26	26	0.513	0	Virus	High	100.0	3
48.0	52.0	100	30	22	25	23	0.679	0	Bacteria	Medium	100.0	2
45.0	55.0	100	24	31	17	28	0.835	1	Virus	Low	100.0	1
47.0	53.0	100	25	28	21	26	0.934	1	Virus	Low	100.0	1
47.0	53.0	100	21	32	27	20	0.857	0	Bacteria	High	100.0	3
50.0	50.0	100	26	24	25	25	0.365	1	Bacteria	Low	100.0	1
51.0	49.0	100	25	24	33	18	0.971	1	Plant	Medium	100.0	2
57.0	43.0	100	21	22	26	31	0.538	1	Bacteria	Low	100.0	1
48.0	52.0	100	31	21	28	20	0.884	1	Bacteria	High	100.0	3
50.0	50.0	100	25	25	27	23	0.821	0	Human	Low	100.0	1
48.0	52.0	100	22	30	18	30	0.938	1	Plant	Low	100.0	1
47.0	53.0	100	32	21	17	30	0.151	1	Human	High	100.0	3
44.0	56.0	100	18	38	22	22	0.734	1	Human	High	100.0	3
54.0	46.0	100	22	24	25	29	0.921	0	Virus	High	100.0	3
49.0	51.0	100	25	26	25	24	0.723	1	Human	Medium	100.0	2
54.0	46.0	100	24	22	28	26	0.226	1	Plant	Low	100.0	1
58.0	42.0	100	17	25	26	32	0.242	1	Human	Low	100.0	1
43.0	57.0	100	26	31	25	18	0.678	1	Bacteria	Low	100.0	1
51.0	49.0	100	23	26	29	22	0.726	0	Plant	Medium	100.0	2
57.0	43.0	100	20	23	31	26	0.483	0	Virus	High	100.0	3
50.0	50.0	100	24	26	23	27	0.606	1	Virus	Medium	100.0	2
49.0	51.0	100	26	25	20	29	0.116	0	Virus	High	100.0	3
55.0	45.0	100	23	22	29	26	0.9	0	Human	Medium	100.0	2
50.0	50.0	100	21	29	29	21	0.649	0	Virus	Medium	100.0	2
46.0	54.0	100	28	26	18	28	0.117	0	Plant	Medium	100.0	2
54.0	46.0	100	23	23	32	22	0.822	0	Bacteria	Low	100.0	1
50.0	50.0	100	26	24	27	23	0.371	1	Human	Low	100.0	1
47.0	53.0	100	25	28	25	22	0.724	0	Bacteria	Medium	100.0	2
53.0	47.0	100	26	21	28	25	0.37	0	Bacteria	Medium	100.0	2
48.0	52.0	100	30	22	25	23	0.935	1	Human	Low	100.0	1
49.0	51.0	100	27	24	20	29	0.795	1	Bacteria	High	100.0	3
37.0	63.0	100	34	29	20	17	0.531	0	Human	Low	100.0	1
54.0	46.0	100	21	25	24	30	0.532	0	Human	Low	100.0	1
54.0	46.0	100	23	23	31	23	0.645	0	Human	Medium	100.0	2
52.0	48.0	100	22	26	26	26	0.276	1	Plant	High	100.0	3
43.0	57.0	100	36	21	19	24	0.473	1	Plant	Medium	100.0	2
51.0	49.0	100	28	21	31	20	0.227	1	Human	High	100.0	3
50.0	50.0	100	27	23	28	22	0.761	1	Human	High	100.0	3
53.0	47.0	100	25	22	28	25	0.623	0	Plant	High	100.0	3
46.0	54.0	100	26	28	21	25	0.927	0	Bacteria	High	100.0	3
45.0	55.0	100	26	29	25	20	0.663	1	Bacteria	Medium	100.0	2
50.0	50.0	100	25	25	25	25	0.363	0	Bacteria	High	100.0	3
48.0	52.0	100	17	35	25	23	0.73	0	Bacteria	High	100.0	3
46.0	54.0	100	34	20	19	27	0.865	1	Human	Low	100.0	1
50.0	50.0	100	22	28	27	23	0.571	0	Virus	High	100.0	3
50.0	50.0	100	31	19	25	25	0.71	0	Human	High	100.0	3
55.0	45.0	100	25	20	22	33	0.101	1	Bacteria	High	100.0	3
46.0	54.0	100	27	27	23	23	0.999	0	Plant	High	100.0	3
48.0	52.0	100	29	23	25	23	0.991	1	Virus	High	100.0	3
45.0	55.0	100	27	28	16	29	0.513	0	Plant	Low	100.0	1
50.0	50.0	100	24	26	24	26	0.184	1	Virus	Low	100.0	1
47.0	53.0	100	29	24	20	27	0.427	0	Virus	Low	100.0	1
50.0	50.0	100	25	25	32	18	0.519	0	Plant	Medium	100.0	2
51.0	49.0	100	25	24	24	27	0.114	1	Virus	Medium	100.0	2
55.0	45.0	100	21	24	27	28	0.347	0	Bacteria	Medium	100.0	2
53.0	47.0	100	27	20	28	25	0.145	0	Bacteria	High	100.0	3
50.0	50.0	100	26	24	24	26	0.853	1	Bacteria	Medium	100.0	2
47.0	53.0	100	32	21	25	22	0.592	1	Plant	High	100.0	3
48.0	52.0	100	23	29	28	20	0.473	1	Bacteria	Low	100.0	1
38.0	62.0	100	29	33	14	24	0.951	1	Virus	Medium	100.0	2
50.0	50.0	100	25	25	27	23	0.363	1	Plant	Low	100.0	1
52.0	48.0	100	30	18	29	23	0.893	0	Human	Low	100.0	1
53.0	47.0	100	23	24	22	31	0.75	0	Human	High	100.0	3
51.0	49.0	100	27	22	26	25	0.185	1	Virus	Medium	100.0	2
47.0	53.0	100	24	29	30	17	0.818	1	Human	Low	100.0	1
50.0	50.0	100	30	20	26	24	0.755	1	Human	Low	100.0	1
43.0	57.0	100	29	28	23	20	0.387	0	Human	Medium	100.0	2
54.0	46.0	100	19	27	27	27	0.735	0	Plant	Low	100.0	1
51.0	49.0	100	29	20	27	24	0.663	0	Bacteria	Low	100.0	1
53.0	47.0	100	20	27	25	28	0.139	1	Bacteria	Low	100.0	1
52.0	48.0	100	26	22	25	27	0.384	1	Bacteria	Medium	100.0	2
57.0	43.0	100	20	23	27	30	0.948	0	Human	Medium	100.0	2
55.0	45.0	100	27	18	31	24	0.874	1	Plant	High	100.0	3
42.0	58.0	100	22	36	21	21	0.229	1	Virus	Low	100.0	1
53.0	47.0	100	24	23	21	32	0.41	0	Plant	High	100.0	3
46.0	54.0	100	25	29	25	21	0.417	1	Human	High	100.0	3
56.0	44.0	100	23	21	25	31	0.46	1	Bacteria	High	100.0	3
51.0	49.0	100	22	27	27	24	0.727	0	Plant	Medium	100.0	2
48.0	52.0	100	25	27	19	29	0.86	1	Virus	Low	100.0	1
45.0	55.0	100	21	34	19	26	0.585	0	Bacteria	Low	100.0	1
44.0	56.0	100	28	28	23	21	0.674	1	Bacteria	Low	100.0	1
63.0	37.0	100	19	18	32	31	0.157	0	Plant	Low	100.0	1
52.0	48.0	100	29	19	26	26	0.168	0	Bacteria	Low	100.0	1
52.0	48.0	100	27	21	33	19	0.683	0	Plant	High	100.0	3
48.0	52.0	100	34	18	28	20	0.782	0	Bacteria	High	100.0	3
56.0	44.0	100	21	23	28	28	0.141	1	Bacteria	High	100.0	3
51.0	49.0	100	24	25	29	22	0.712	0	Virus	Medium	100.0	2
47.0	53.0	100	28	25	25	22	0.226	1	Plant	Low	100.0	1
42.0	58.0	100	31	27	29	13	0.372	0	Virus	Low	100.0	1
50.0	50.0	100	23	27	21	29	0.934	1	Human	Medium	100.0	2
52.0	48.0	100	27	21	29	23	0.656	0	Plant	High	100.0	3
54.0	46.0	100	19	27	32	22	0.456	0	Virus	Low	100.0	1
49.0	51.0	100	30	21	15	34	0.652	1	Bacteria	High	100.0	3
43.0	57.0	100	34	23	23	20	0.697	1	Bacteria	Low	100.0	1
53.0	47.0	100	18	29	26	27	0.508	1	Plant	Medium	100.0	2
46.0	54.0	100	22	32	25	21	0.525	0	Virus	Low	100.0	1
47.0	53.0	100	32	21	26	21	0.49	0	Plant	Low	100.0	1
53.0	47.0	100	28	19	33	20	0.867	0	Human	Low	100.0	1
46.0	54.0	100	31	23	22	24	0.728	1	Virus	Low	100.0	1
51.0	49.0	100	23	26	29	22	0.994	1	Virus	Low	100.0	1
60.0	40.0	100	25	15	27	33	0.797	1	Bacteria	Medium	100.0	2
40.0	60.0	100	31	29	24	16	0.805	0	Bacteria	Medium	100.0	2
53.0	47.0	100	24	23	28	25	0.258	1	Plant	Medium	100.0	2
47.0	53.0	100	22	31	21	26	0.7	0	Bacteria	High	100.0	3
48.0	52.0	100	29	23	24	24	0.635	0	Bacteria	High	100.0	3
51.0	49.0	100	25	24	24	27	0.177	1	Human	Low	100.0	1
53.0	47.0	100	25	22	27	26	0.339	1	Human	Medium	100.0	2
57.0	43.0	100	19	24	34	23	0.27	0	Virus	Low	100.0	1
50.0	50.0	100	26	24	25	25	0.631	0	Human	High	100.0	3
